date,price,commodity
2023-12-01,70.06,Onion
2023-12-02,70.38,Onion
2023-12-03,68.7,Onion
2023-12-04,68.31,Onion
2023-12-05,66.26,Onion
2023-12-06,67.1,Onion
2023-12-07,68.21,Onion
2023-12-08,68.32,Onion
2023-12-09,67.61,Onion
2023-12-10,67.73,Onion
2023-12-11,66.73,Onion
2023-12-12,66.88,Onion
2023-12-13,65.94,Onion
2023-12-14,65.53,Onion
2023-12-15,66.32,Onion
2023-12-16,63.26,Onion
2023-12-17,65.75,Onion
2023-12-18,61.47,Onion
2023-12-19,62.71,Onion
2023-12-20,64.55,Onion
2023-12-21,64.74,Onion
2023-12-22,63.43,Onion
2023-12-23,63.72,Onion
2023-12-24,65.1,Onion
2023-12-25,62.78,Onion
2023-12-26,64.74,Onion
2023-12-27,62.59,Onion
2023-12-28,63.13,Onion
2023-12-29,64.39,Onion
2023-12-30,62.93,Onion
2023-12-31,61.43,Onion
2024-01-01,61.58,Onion
2024-01-02,61.16,Onion
2024-01-03,59.84,Onion
2024-01-04,61.01,Onion
2024-01-05,60.75,Onion
2024-01-06,62.14,Onion
2024-01-07,60.85,Onion
2024-01-08,59.92,Onion
2024-01-09,59.6,Onion
2024-01-10,59.78,Onion
2024-01-11,60.32,Onion
2024-01-12,59.05,Onion
2024-01-13,58.91,Onion
2024-01-14,60.36,Onion
2024-01-15,58.36,Onion
2024-01-16,56.99,Onion
2024-01-17,58.56,Onion
2024-01-18,58.77,Onion
2024-01-19,59.08,Onion
2024-01-20,62.57,Onion
2024-01-21,64.52,Onion
2024-01-22,65.4,Onion
2024-01-23,67.06,Onion
2024-01-24,66.68,Onion
2024-01-25,70.71,Onion
2024-01-26,72.17,Onion
2024-01-27,73.75,Onion
2024-01-28,76.67,Onion
2024-01-29,78.51,Onion
2024-01-30,80.2,Onion
2024-01-31,81.39,Onion
2024-02-01,81.74,Onion
2024-02-02,84.56,Onion
2024-02-03,86.91,Onion
2024-02-04,87.22,Onion
2024-02-05,88.15,Onion
2024-02-06,90.32,Onion
2024-02-07,90.75,Onion
2024-02-08,91.96,Onion
2024-02-09,94.68,Onion
2024-02-10,98.1,Onion
2024-02-11,98.19,Onion
2024-02-12,97.72,Onion
2024-02-13,95.73,Onion
2024-02-14,92.24,Onion
2024-02-15,92.65,Onion
2024-02-16,90.72,Onion
2024-02-17,86.5,Onion
2024-02-18,87.98,Onion
2024-02-19,82.56,Onion
2024-02-20,78.63,Onion
2024-02-21,77.74,Onion
2024-02-22,76.47,Onion
2024-02-23,76.54,Onion
2024-02-24,74.36,Onion
2024-02-25,72.02,Onion
2024-02-26,70.72,Onion
2024-02-27,68.17,Onion
2024-02-28,66.42,Onion
2024-02-29,65.17,Onion
2024-03-01,64.02,Onion
2024-03-02,59.41,Onion
2024-03-03,59.12,Onion
2024-03-04,55.04,Onion
2024-03-05,55.16,Onion
2024-03-06,53.44,Onion
2024-03-07,53.01,Onion
2024-03-08,53.49,Onion
2024-03-09,52.66,Onion
2024-03-10,51.73,Onion
2024-03-11,52.15,Onion
2024-03-12,50.94,Onion
2024-03-13,51.49,Onion
2024-03-14,52.75,Onion
2024-03-15,51.74,Onion
2024-03-16,53.06,Onion
2024-03-17,52.67,Onion
2024-03-18,50.76,Onion
2024-03-19,52.23,Onion
2024-03-20,52.09,Onion
2024-03-21,51.96,Onion
2024-03-22,51.59,Onion
2024-03-23,51.61,Onion
2024-03-24,51.66,Onion
2024-03-25,52.22,Onion
2024-03-26,50.64,Onion
2024-03-27,52.03,Onion
2024-03-28,50.95,Onion
2024-03-29,52.32,Onion
2024-03-30,52.74,Onion
2024-03-31,54.63,Onion
2024-04-01,50.81,Onion
2024-04-02,53.17,Onion
2024-04-03,52.14,Onion
2024-04-04,52.84,Onion
2024-04-05,53.04,Onion
2024-04-06,53.5,Onion
2024-04-07,52.78,Onion
2024-04-08,53.88,Onion
2024-04-09,51.98,Onion
2024-04-10,53.6,Onion
2024-04-11,52.49,Onion
2024-04-12,53.5,Onion
2024-04-13,52.79,Onion
2024-04-14,54.01,Onion
2024-04-15,54.58,Onion
2024-04-16,53.05,Onion
2024-04-17,53.16,Onion
2024-04-18,52.85,Onion
2024-04-19,54.17,Onion
2024-04-20,53.17,Onion
2024-04-21,53.65,Onion
2024-04-22,54.38,Onion
2024-04-23,55.23,Onion
2024-04-24,56.82,Onion
2024-04-25,54.3,Onion
2024-04-26,56.67,Onion
2024-04-27,55.85,Onion
2024-04-28,55.38,Onion
2024-04-29,55.63,Onion
2024-04-30,55.2,Onion
2024-05-01,55.51,Onion
2024-05-02,55.6,Onion
2024-05-03,55.28,Onion
2024-05-04,55.43,Onion
2024-05-05,57.32,Onion
2024-05-06,56.23,Onion
2024-05-07,55.86,Onion
2024-05-08,56.69,Onion
2024-05-09,57.99,Onion
2024-05-10,58.02,Onion
2024-05-11,57.56,Onion
2024-05-12,59.19,Onion
2024-05-13,59.28,Onion
2024-05-14,58.24,Onion
2024-05-15,58.98,Onion
2024-05-16,59.82,Onion
2024-05-17,60.33,Onion
2024-05-18,60.18,Onion
2024-05-19,60.12,Onion
2024-05-20,59.83,Onion
2024-05-21,58.33,Onion
2024-05-22,60.27,Onion
2024-05-23,59.04,Onion
2024-05-24,60.17,Onion
2024-05-25,62.39,Onion
2024-05-26,61.94,Onion
2024-05-27,62.32,Onion
2024-05-28,60.71,Onion
2024-05-29,60.25,Onion
2024-05-30,61.7,Onion
2024-05-31,62.65,Onion
2024-06-01,62.97,Onion
2024-06-02,63.89,Onion
2024-06-03,62.36,Onion
2024-06-04,62.98,Onion
2024-06-05,62.12,Onion
2024-06-06,64.06,Onion
2024-06-07,64.3,Onion
2024-06-08,63.97,Onion
2024-06-09,64.42,Onion
2024-06-10,64.29,Onion
2024-06-11,64.2,Onion
2024-06-12,66.39,Onion
2024-06-13,65.35,Onion
2024-06-14,65.87,Onion
2024-06-15,64.56,Onion
2024-06-16,65.63,Onion
2024-06-17,66.02,Onion
2024-06-18,65.63,Onion
2024-06-19,67.85,Onion
2024-06-20,67.11,Onion
2024-06-21,69.07,Onion
2024-06-22,68.32,Onion
2024-06-23,68.29,Onion
2024-06-24,68.0,Onion
2024-06-25,68.08,Onion
2024-06-26,69.98,Onion
2024-06-27,67.0,Onion
2024-06-28,67.93,Onion
2024-06-29,69.6,Onion
2024-06-30,70.09,Onion
2024-07-01,70.52,Onion
2024-07-02,70.31,Onion
2024-07-03,69.9,Onion
2024-07-04,71.81,Onion
2024-07-05,72.46,Onion
2024-07-06,72.05,Onion
2024-07-07,72.73,Onion
2024-07-08,71.93,Onion
2024-07-09,71.16,Onion
2024-07-10,72.64,Onion
2024-07-11,72.75,Onion
2024-07-12,73.29,Onion
2024-07-13,74.96,Onion
2024-07-14,71.4,Onion
2024-07-15,72.14,Onion
2024-07-16,72.32,Onion
2024-07-17,73.39,Onion
2024-07-18,74.12,Onion
2024-07-19,73.62,Onion
2024-07-20,74.42,Onion
2024-07-21,74.49,Onion
2024-07-22,77.28,Onion
2024-07-23,76.64,Onion
2024-07-24,74.97,Onion
2024-07-25,75.63,Onion
2024-07-26,75.54,Onion
2024-07-27,75.17,Onion
2024-07-28,76.73,Onion
2024-07-29,75.71,Onion
2024-07-30,76.48,Onion
2024-07-31,75.42,Onion
2024-08-01,76.77,Onion
2024-08-02,78.19,Onion
2024-08-03,78.68,Onion
2024-08-04,78.65,Onion
2024-08-05,76.85,Onion
2024-08-06,78.73,Onion
2024-08-07,77.53,Onion
2024-08-08,79.4,Onion
2024-08-09,79.39,Onion
2024-08-10,78.44,Onion
2024-08-11,79.3,Onion
2024-08-12,79.66,Onion
2024-08-13,79.78,Onion
2024-08-14,79.37,Onion
2024-08-15,81.43,Onion
2024-08-16,81.51,Onion
2024-08-17,80.63,Onion
2024-08-18,81.42,Onion
2024-08-19,82.2,Onion
2024-08-20,82.1,Onion
2024-08-21,79.47,Onion
2024-08-22,80.28,Onion
2024-08-23,82.97,Onion
2024-08-24,80.92,Onion
2024-08-25,80.54,Onion
2024-08-26,80.98,Onion
2024-08-27,81.65,Onion
2024-08-28,81.39,Onion
2024-08-29,81.41,Onion
2024-08-30,81.89,Onion
2024-08-31,82.06,Onion
2024-09-01,81.74,Onion
2024-09-02,84.25,Onion
2024-09-03,82.29,Onion
2024-09-04,83.01,Onion
2024-09-05,82.25,Onion
2024-09-06,83.0,Onion
2024-09-07,82.7,Onion
2024-09-08,80.76,Onion
2024-09-09,81.54,Onion
2024-09-10,80.95,Onion
2024-09-11,80.72,Onion
2024-09-12,82.11,Onion
2024-09-13,84.83,Onion
2024-09-14,83.74,Onion
2024-09-15,84.72,Onion
2024-09-16,83.54,Onion
2024-09-17,83.64,Onion
2024-09-18,82.26,Onion
2024-09-19,83.96,Onion
2024-09-20,84.56,Onion
2024-09-21,83.51,Onion
2024-09-22,84.28,Onion
2024-09-23,83.86,Onion
2024-09-24,82.6,Onion
2024-09-25,82.19,Onion
2024-09-26,82.52,Onion
2024-09-27,84.06,Onion
2024-09-28,84.36,Onion
2024-09-29,83.07,Onion
2024-09-30,83.36,Onion
2024-10-01,83.56,Onion
2024-10-02,83.68,Onion
2024-10-03,84.88,Onion
2024-10-04,84.99,Onion
2024-10-05,83.01,Onion
2024-10-06,85.11,Onion
2024-10-07,82.64,Onion
2024-10-08,83.74,Onion
2024-10-09,82.91,Onion
2024-10-10,82.81,Onion
2024-10-11,81.89,Onion
2024-10-12,83.39,Onion
2024-10-13,81.81,Onion
2024-10-14,83.58,Onion
2024-10-15,83.73,Onion
2024-10-16,81.66,Onion
2024-10-17,82.96,Onion
2024-10-18,82.34,Onion
2024-10-19,82.44,Onion
2024-10-20,83.33,Onion
2024-10-21,82.07,Onion
2024-10-22,83.3,Onion
2024-10-23,81.29,Onion
2024-10-24,82.91,Onion
2024-10-25,82.38,Onion
2024-10-26,82.99,Onion
2024-10-27,81.48,Onion
2024-10-28,81.29,Onion
2024-10-29,80.83,Onion
2024-10-30,80.15,Onion
2024-10-31,81.76,Onion
2024-11-01,82.01,Onion
2024-11-02,81.91,Onion
2024-11-03,82.35,Onion
2024-11-04,81.7,Onion
2024-11-05,79.64,Onion
2024-11-06,80.26,Onion
2024-11-07,79.6,Onion
2024-11-08,80.42,Onion
2024-11-09,79.79,Onion
2024-11-10,81.36,Onion
2024-11-11,79.63,Onion
2024-11-12,78.67,Onion
2024-11-13,79.87,Onion
2024-11-14,77.06,Onion
2024-11-15,77.42,Onion
2024-11-16,79.87,Onion
2024-11-17,78.76,Onion
2024-11-18,78.31,Onion
2024-11-19,76.44,Onion
2024-11-20,77.52,Onion
2024-11-21,79.55,Onion
2024-11-22,78.69,Onion
2024-11-23,78.01,Onion
2024-11-24,76.99,Onion
2024-11-25,76.4,Onion
2024-11-26,74.38,Onion
2024-11-27,76.42,Onion
2024-11-28,77.14,Onion
2024-11-29,75.15,Onion
2024-11-30,75.86,Onion
2024-12-01,74.94,Onion
2024-12-02,74.47,Onion
2024-12-03,74.91,Onion
2024-12-04,72.88,Onion
2024-12-05,75.48,Onion
2024-12-06,75.79,Onion
2024-12-07,74.77,Onion
2024-12-08,72.28,Onion
2024-12-09,72.96,Onion
2024-12-10,74.48,Onion
2024-12-11,70.75,Onion
2024-12-12,73.12,Onion
2024-12-13,72.54,Onion
2024-12-14,74.2,Onion
2024-12-15,72.38,Onion
2024-12-16,72.7,Onion
2024-12-17,72.35,Onion
2024-12-18,73.37,Onion
2024-12-19,71.71,Onion
2024-12-20,72.4,Onion
2024-12-21,70.6,Onion
2024-12-22,72.52,Onion
2024-12-23,70.11,Onion
2024-12-24,69.8,Onion
2024-12-25,70.16,Onion
2024-12-26,68.94,Onion
2024-12-27,70.72,Onion
2024-12-28,71.27,Onion
2024-12-29,70.17,Onion
2024-12-30,67.82,Onion
2024-12-31,68.65,Onion
2025-01-01,69.31,Onion
2025-01-02,67.13,Onion
2025-01-03,68.03,Onion
2025-01-04,69.66,Onion
2025-01-05,68.63,Onion
2025-01-06,68.12,Onion
2025-01-07,68.94,Onion
2025-01-08,67.57,Onion
2025-01-09,67.92,Onion
2025-01-10,69.95,Onion
2025-01-11,67.21,Onion
2025-01-12,66.21,Onion
2025-01-13,66.68,Onion
2025-01-14,66.21,Onion
2025-01-15,65.24,Onion
2025-01-16,64.98,Onion
2025-01-17,68.18,Onion
2025-01-18,66.3,Onion
2025-01-19,64.88,Onion
2025-01-20,65.74,Onion
2025-01-21,64.36,Onion
2025-01-22,64.14,Onion
2025-01-23,65.07,Onion
2025-01-24,63.61,Onion
2025-01-25,65.01,Onion
2025-01-26,65.97,Onion
2025-01-27,64.05,Onion
2025-01-28,62.85,Onion
2025-01-29,62.66,Onion
2025-01-30,62.97,Onion
2025-01-31,63.34,Onion
2025-02-01,63.16,Onion
2025-02-02,63.89,Onion
2025-02-03,60.92,Onion
2025-02-04,62.83,Onion
2025-02-05,61.65,Onion
2025-02-06,62.58,Onion
2025-02-07,61.47,Onion
2025-02-08,63.63,Onion
2025-02-09,63.15,Onion
2025-02-10,62.32,Onion
2025-02-11,59.69,Onion
2025-02-12,61.76,Onion
2025-02-13,61.64,Onion
2025-02-14,60.1,Onion
2025-02-15,61.5,Onion
2025-02-16,61.46,Onion
2025-02-17,61.09,Onion
2025-02-18,60.37,Onion
2025-02-19,60.46,Onion
2025-02-20,61.81,Onion
2025-02-21,61.88,Onion
2025-02-22,58.2,Onion
2025-02-23,60.13,Onion
2025-02-24,59.74,Onion
2025-02-25,57.96,Onion
2025-02-26,59.64,Onion
2025-02-27,60.99,Onion
2025-02-28,59.21,Onion
2025-03-01,60.51,Onion
2025-03-02,59.05,Onion
2025-03-03,58.77,Onion
2025-03-04,60.38,Onion
2025-03-05,58.6,Onion
2025-03-06,59.85,Onion
2025-03-07,58.09,Onion
2025-03-08,61.51,Onion
2025-03-09,60.07,Onion
2025-03-10,58.89,Onion
2025-03-11,59.27,Onion
2025-03-12,57.56,Onion
2025-03-13,60.26,Onion
2025-03-14,59.28,Onion
2025-03-15,59.47,Onion
2025-03-16,58.93,Onion
2025-03-17,58.41,Onion
2025-03-18,59.28,Onion
2025-03-19,58.99,Onion
2025-03-20,59.74,Onion
2025-03-21,59.55,Onion
2025-03-22,60.13,Onion
2025-03-23,59.04,Onion
2025-03-24,61.01,Onion
2025-03-25,57.35,Onion
2025-03-26,60.03,Onion
2025-03-27,60.55,Onion
2025-03-28,58.98,Onion
2025-03-29,61.9,Onion
2025-03-30,60.56,Onion
2025-03-31,60.16,Onion
2025-04-01,59.1,Onion
2025-04-02,59.03,Onion
2025-04-03,59.5,Onion
2025-04-04,60.5,Onion
2025-04-05,61.57,Onion
2025-04-06,60.28,Onion
2025-04-07,58.95,Onion
2025-04-08,60.32,Onion
2025-04-09,60.59,Onion
2025-04-10,60.84,Onion
2025-04-11,61.41,Onion
2025-04-12,60.69,Onion
2025-04-13,59.93,Onion
2025-04-14,59.66,Onion
2025-04-15,58.81,Onion
2025-04-16,60.71,Onion
2025-04-17,60.93,Onion
2025-04-18,61.12,Onion
2025-04-19,59.08,Onion
2025-04-20,60.48,Onion
2025-04-21,62.31,Onion
2025-04-22,60.57,Onion
2025-04-23,61.74,Onion
2025-04-24,60.7,Onion
2025-04-25,63.78,Onion
2025-04-26,62.61,Onion
2025-04-27,62.88,Onion
2025-04-28,64.44,Onion
2025-04-29,63.6,Onion
2025-04-30,62.23,Onion
2025-05-01,62.53,Onion
2025-05-02,63.33,Onion
2025-05-03,64.36,Onion
2025-05-04,63.71,Onion
2025-05-05,63.2,Onion
2025-05-06,64.79,Onion
2025-05-07,63.65,Onion
2025-05-08,66.4,Onion
2025-05-09,65.0,Onion
2025-05-10,66.82,Onion
2025-05-11,65.46,Onion
2025-05-12,65.77,Onion
2025-05-13,64.19,Onion
2025-05-14,64.38,Onion
2025-05-15,66.16,Onion
2025-05-16,67.24,Onion
2025-05-17,66.7,Onion
2025-05-18,65.45,Onion
2025-05-19,65.17,Onion
2025-05-20,65.06,Onion
2025-05-21,65.07,Onion
2025-05-22,67.38,Onion
2025-05-23,68.91,Onion
2025-05-24,68.22,Onion
2025-05-25,66.16,Onion
2025-05-26,67.82,Onion
2025-05-27,67.81,Onion
2025-05-28,70.18,Onion
2025-05-29,67.61,Onion
2025-05-30,69.2,Onion
2025-05-31,71.43,Onion
2025-06-01,70.27,Onion
2025-06-02,70.19,Onion
2025-06-03,69.76,Onion
2025-06-04,70.3,Onion
2025-06-05,71.34,Onion
2025-06-06,70.56,Onion
2025-06-07,72.43,Onion
2025-06-08,70.38,Onion
2025-06-09,71.73,Onion
2025-06-10,71.58,Onion
2025-06-11,71.22,Onion
2025-06-12,72.4,Onion
2025-06-13,72.51,Onion
2025-06-14,72.46,Onion
2025-06-15,73.1,Onion
2025-06-16,72.25,Onion
2025-06-17,73.52,Onion
2025-06-18,72.55,Onion
2025-06-19,74.88,Onion
2025-06-20,73.83,Onion
2025-06-21,74.74,Onion
2025-06-22,74.67,Onion
2025-06-23,76.26,Onion
2025-06-24,75.35,Onion
2025-06-25,75.22,Onion
2025-06-26,76.51,Onion
2025-06-27,74.82,Onion
2025-06-28,77.03,Onion
2025-06-29,78.86,Onion
2025-06-30,77.0,Onion
2025-07-01,76.93,Onion
2025-07-02,77.72,Onion
2025-07-03,78.68,Onion
2025-07-04,76.72,Onion
2025-07-05,77.36,Onion
2025-07-06,79.05,Onion
2025-07-07,78.03,Onion
2025-07-08,79.84,Onion
2025-07-09,78.72,Onion
2025-07-10,77.9,Onion
2025-07-11,79.14,Onion
2025-07-12,78.15,Onion
2025-07-13,80.39,Onion
2025-07-14,80.25,Onion
2025-07-15,80.01,Onion
2025-07-16,81.7,Onion
2025-07-17,82.44,Onion
2025-07-18,81.83,Onion
2025-07-19,80.4,Onion
2025-07-20,82.84,Onion
2025-07-21,82.58,Onion
2025-07-22,82.32,Onion
2025-07-23,83.25,Onion
2025-07-24,81.93,Onion
2025-07-25,85.41,Onion
2025-07-26,83.05,Onion
2025-07-27,84.54,Onion
2025-07-28,82.13,Onion
2025-07-29,82.76,Onion
2025-07-30,85.27,Onion
2025-07-31,84.27,Onion
2025-08-01,85.86,Onion
2025-08-02,85.62,Onion
2025-08-03,85.24,Onion
2025-08-04,86.33,Onion
2025-08-05,84.81,Onion
2025-08-06,83.71,Onion
2025-08-07,85.17,Onion
2025-08-08,86.97,Onion
2025-08-09,87.11,Onion
2025-08-10,85.26,Onion
2025-08-11,85.76,Onion
2025-08-12,85.8,Onion
2025-08-13,86.26,Onion
2025-08-14,85.91,Onion
2025-08-15,87.14,Onion
2025-08-16,87.31,Onion
2025-08-17,88.55,Onion
2025-08-18,88.3,Onion
2025-08-19,87.32,Onion
2025-08-20,87.35,Onion
2025-08-21,90.96,Onion
2025-08-22,93.21,Onion
2025-08-23,95.74,Onion
2025-08-24,98.38,Onion
2025-08-25,100.94,Onion
2025-08-26,102.79,Onion
2025-08-27,107.07,Onion
2025-08-28,110.94,Onion
2025-08-29,111.59,Onion
2025-08-30,116.33,Onion
2025-08-31,118.47,Onion
2025-09-01,121.34,Onion
2025-09-02,123.3,Onion
2025-09-03,124.37,Onion
2025-09-04,127.9,Onion
2025-09-05,132.93,Onion
2025-09-06,137.21,Onion
2025-09-07,135.14,Onion
2025-09-08,140.78,Onion
2025-09-09,144.32,Onion
2025-09-10,145.31,Onion
2025-09-11,149.74,Onion
2025-09-12,151.28,Onion
2025-09-13,155.09,Onion
2025-09-14,155.04,Onion
2025-09-15,155.84,Onion
2025-09-16,163.34,Onion
2025-09-17,163.1,Onion
2025-09-18,167.41,Onion
2025-09-19,169.28,Onion
2025-09-20,172.13,Onion
2025-09-21,176.45,Onion
2025-09-22,177.32,Onion
2025-09-23,181.45,Onion
2025-09-24,181.8,Onion
2025-09-25,179.68,Onion
2025-09-26,177.62,Onion
2025-09-27,177.41,Onion
2025-09-28,169.68,Onion
2025-09-29,167.9,Onion
2025-09-30,166.66,Onion
2025-10-01,164.33,Onion
2025-10-02,158.02,Onion
2025-10-03,157.75,Onion
2025-10-04,157.76,Onion
2025-10-05,153.24,Onion
2025-10-06,149.31,Onion
2025-10-07,145.54,Onion
2025-10-08,142.74,Onion
2025-10-09,141.57,Onion
2025-10-10,138.67,Onion
2025-10-11,136.34,Onion
2025-10-12,133.34,Onion
2025-10-13,128.97,Onion
2025-10-14,127.4,Onion
2025-10-15,127.74,Onion
2025-10-16,119.73,Onion
2025-10-17,120.04,Onion
2025-10-18,116.13,Onion
2025-10-19,114.56,Onion
2025-10-20,110.65,Onion
2025-10-21,108.35,Onion
2025-10-22,106.14,Onion
2025-10-23,102.8,Onion
2025-10-24,101.43,Onion
2025-10-25,95.34,Onion
2025-10-26,96.11,Onion
2025-10-27,91.75,Onion
2025-10-28,89.37,Onion
2025-10-29,87.27,Onion
2025-10-30,87.88,Onion
2025-10-31,89.02,Onion
2025-11-01,88.84,Onion
2025-11-02,88.7,Onion
2025-11-03,88.85,Onion
2025-11-04,85.87,Onion
2025-11-05,88.29,Onion
2025-11-06,87.66,Onion
2025-11-07,87.71,Onion
2025-11-08,86.51,Onion
2025-11-09,87.86,Onion
2025-11-10,84.64,Onion
2025-11-11,86.96,Onion
2025-11-12,84.97,Onion
2025-11-13,86.58,Onion
2025-11-14,86.65,Onion
2025-11-15,87.73,Onion
2025-11-16,86.07,Onion
2025-11-17,84.99,Onion
2025-11-18,84.71,Onion
2025-11-19,86.23,Onion
2025-11-20,85.77,Onion
2025-11-21,85.14,Onion
2025-11-22,85.18,Onion
2025-11-23,83.53,Onion
2025-11-24,84.66,Onion
2025-11-25,82.26,Onion
2025-11-26,84.42,Onion
2025-11-27,84.05,Onion
2025-11-28,86.27,Onion
2025-11-29,83.03,Onion
2025-11-30,83.45,Onion
2025-12-01,84.53,Onion
2025-12-02,83.5,Onion
2025-12-03,81.69,Onion
2025-12-04,82.7,Onion
2025-12-05,82.68,Onion
2025-12-06,82.82,Onion
2025-12-07,81.45,Onion
2025-12-08,81.35,Onion
2025-12-09,79.51,Onion
2025-12-10,80.95,Onion
2025-12-11,81.41,Onion
2025-12-12,80.97,Onion
2025-12-13,79.6,Onion
2025-12-14,81.46,Onion
2025-12-15,80.24,Onion
2025-12-16,78.77,Onion
2025-12-17,79.05,Onion
2025-12-18,78.12,Onion
2025-12-19,78.72,Onion
2025-12-20,79.03,Onion
2025-12-21,80.13,Onion
2025-12-22,77.8,Onion
2025-12-23,78.46,Onion
2025-12-24,77.27,Onion
2025-12-25,78.15,Onion
2025-12-26,77.97,Onion
2025-12-27,78.76,Onion
2025-12-28,77.0,Onion
2025-12-29,75.42,Onion
2025-12-30,75.1,Onion
2025-12-31,75.74,Onion
2026-01-01,75.27,Onion
2026-01-02,76.94,Onion
2026-01-03,76.03,Onion
2026-01-04,78.1,Onion
2026-01-05,73.75,Onion
2026-01-06,75.02,Onion
2026-01-07,73.7,Onion
2026-01-08,74.45,Onion
2026-01-09,75.21,Onion
2026-01-10,72.87,Onion
2026-01-11,74.7,Onion
2026-01-12,75.56,Onion
2026-01-13,72.97,Onion
2026-01-14,73.5,Onion
2026-01-15,74.38,Onion
2026-01-16,73.5,Onion
2026-01-17,73.03,Onion
2026-01-18,71.04,Onion
2026-01-19,73.03,Onion
2026-01-20,71.89,Onion
2026-01-21,70.99,Onion
2026-01-22,72.22,Onion
2026-01-23,71.79,Onion
2026-01-24,71.75,Onion
2026-01-25,72.32,Onion
2026-01-26,69.96,Onion
2026-01-27,71.66,Onion
2026-01-28,69.38,Onion
2026-01-29,70.26,Onion
2026-01-30,72.81,Onion
2026-01-31,72.02,Onion
2026-02-01,70.66,Onion
2026-02-02,69.13,Onion
2026-02-03,69.07,Onion
2026-02-04,69.56,Onion
2026-02-05,69.76,Onion
2026-02-06,69.89,Onion
2026-02-07,69.89,Onion
2026-02-08,69.31,Onion
2026-02-09,67.63,Onion
2026-02-10,68.06,Onion
2026-02-11,69.31,Onion
2026-02-12,67.51,Onion
2026-02-13,68.84,Onion
2026-02-14,68.24,Onion
2026-02-15,68.69,Onion
2026-02-16,67.69,Onion
2026-02-17,68.98,Onion
2026-02-18,68.09,Onion
2026-02-19,66.74,Onion
2026-02-20,68.81,Onion
2026-02-21,67.51,Onion
2026-02-22,67.32,Onion
2026-02-23,67.59,Onion
2026-02-24,66.51,Onion
2026-02-25,67.76,Onion
2026-02-26,66.57,Onion
2026-02-27,67.02,Onion
2026-02-28,67.01,Onion
2026-03-01,66.75,Onion
2026-03-02,67.75,Onion
2026-03-03,66.99,Onion
2026-03-04,68.0,Onion
2026-03-05,68.84,Onion
2026-03-06,66.21,Onion
2026-03-07,67.25,Onion
2026-03-08,65.82,Onion
2026-03-09,65.7,Onion
2026-03-10,65.53,Onion
2026-03-11,65.21,Onion
2026-03-12,65.58,Onion
2026-03-13,66.77,Onion
2026-03-14,65.88,Onion
2026-03-15,67.45,Onion
2026-03-16,65.42,Onion
2026-03-17,68.49,Onion
2026-03-18,65.65,Onion
2026-03-19,66.52,Onion
2026-03-20,65.68,Onion
2026-03-21,68.49,Onion
2026-03-22,67.71,Onion
2026-03-23,66.55,Onion
2026-03-24,64.82,Onion
2026-03-25,66.35,Onion
2026-03-26,65.57,Onion
2026-03-27,68.32,Onion
2026-03-28,67.87,Onion
2026-03-29,67.0,Onion
2026-03-30,64.33,Onion
2026-03-31,65.42,Onion
2026-04-01,67.08,Onion
2026-04-02,68.0,Onion
2026-04-03,68.36,Onion
2026-04-04,66.09,Onion
2026-04-05,67.6,Onion
2026-04-06,67.88,Onion
2026-04-07,65.29,Onion
2026-04-08,66.95,Onion
2026-04-09,67.69,Onion
2026-04-10,67.65,Onion
2026-04-11,66.45,Onion
2026-04-12,67.65,Onion
2026-04-13,67.32,Onion
2026-04-14,67.32,Onion
2026-04-15,67.15,Onion
2026-04-16,67.76,Onion
2026-04-17,68.64,Onion
2026-04-18,69.29,Onion
2026-04-19,68.47,Onion
2026-04-20,68.07,Onion
2026-04-21,68.39,Onion
2026-04-22,66.81,Onion
2026-04-23,69.5,Onion
2026-04-24,69.61,Onion
2026-04-25,69.89,Onion
2026-04-26,70.6,Onion
2026-04-27,67.7,Onion
2026-04-28,67.56,Onion
2026-04-29,69.85,Onion
2026-04-30,70.15,Onion
2026-05-01,70.87,Onion
2026-05-02,70.57,Onion
2026-05-03,71.48,Onion
2026-05-04,71.47,Onion
2026-05-05,70.98,Onion
2026-05-06,70.59,Onion
2026-05-07,69.5,Onion
2026-05-08,72.67,Onion
2026-05-09,73.37,Onion
2026-05-10,72.78,Onion
2026-05-11,71.17,Onion
2026-05-12,72.5,Onion
2026-05-13,72.97,Onion
2026-05-14,74.19,Onion
2026-05-15,72.6,Onion
2026-05-16,73.49,Onion
2026-05-17,74.31,Onion
2026-05-18,73.48,Onion
2026-05-19,72.37,Onion
2026-05-20,74.06,Onion
2026-05-21,74.83,Onion
2026-05-22,75.0,Onion
2026-05-23,75.44,Onion
2026-05-24,74.97,Onion
2026-05-25,76.33,Onion
2026-05-26,74.16,Onion
2026-05-27,74.77,Onion
2026-05-28,75.94,Onion
2026-05-29,77.35,Onion
2026-05-30,75.55,Onion
2026-05-31,75.69,Onion
2026-06-01,74.84,Onion
2026-06-02,76.68,Onion
2026-06-03,75.99,Onion
2026-06-04,77.29,Onion
2026-06-05,78.87,Onion
2026-06-06,78.05,Onion
2026-06-07,78.81,Onion
2026-06-08,78.16,Onion
2026-06-09,79.01,Onion
2026-06-10,79.19,Onion
2026-06-11,78.78,Onion
2026-06-12,79.9,Onion
2026-06-13,81.35,Onion
2026-06-14,80.75,Onion
2026-06-15,78.96,Onion
2026-06-16,80.8,Onion
2026-06-17,79.59,Onion
2026-06-18,82.49,Onion
2026-06-19,82.79,Onion
